CaseOrder,Customer_id,Interaction,UID,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
9093,R282758,ff9feaf9-c344-4d67-a63c-f343964ade82,f53e6085ff32825398674c2d15f20d23,Letart,WV,Mason,25253,38.92317,-81.96954,2230,Suburban,America/New_York,Herpetologist,1,18,69035.22,Never Married,Male,No,6.432641,11,2,0,No,Two Year,No,No,None,Yes,Yes,No,No,No,No,Yes,No,No,Bank Transfer(automatic),62.83227,137.4684,5594.44205,2,3,4,3,4,3,4,2
9094,K966365,59e2c3db-0d9b-4c5a-ac2c-53c662947e5f,66bc9b5a5ba94af3f4d25f68d9f6ccef,Houston,DE,Kent,19954,38.89744,-75.52036,1301,Suburban,America/New_York,Civil Service administrator,1,30,36496,Divorced,Female,No,12.59274,14,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),67.34697,112.4551,5610.20542,5,4,4,5,4,4,4,3
9095,W295340,60adc269-873a-46f1-a811-012fc96c67ff,a7c0c22d621b1877b15799a286a30fec,Bethel,CT,Fairfield,6801,41.37473,-73.39284,19551,Suburban,America/New_York,"Programmer, systems",1,80,36648.54,Never Married,Female,No,15.22905,10,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,66.82797,214.9663,5814.514903,4,4,4,2,3,4,5,4
9096,L10778,4959e0b0-7f42-4435-99ce-c2b499d2c5bd,f5ba9197475eb2ddafaba778ba39ce6c,Waterbury,CT,New Haven,6706,41.53246,-73.02329,14191,Rural,America/New_York,Academic librarian,3,49,46876.55,Divorced,Female,No,10.56812,13,1,0,No,One year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,53.24081,142.4713,5152.428776,3,3,2,3,5,3,3,2
9097,M645601,55d23434-cb94-45df-888a-a18c2b5bb174,dddc6d7e6ad76574fffd1a7145704485,Gresham,SC,Marion,29546,33.89264,-79.35226,2965,Suburban,America/New_York,"Education officer, environmental",4,76,28372,Divorced,Male,No,7.005782,15,2,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,55.77968,179.9794,4937.315639,4,3,4,4,5,3,4,4
9098,T913744,1d62103e-096d-4378-9a33-0524558445bf,6aec1c433b1da026c3517ba8b10842f3,Bogota,TN,Dyer,38007,36.15949,-89.42706,36,Urban,America/Chicago,"Radiographer, diagnostic",7,47,51223.48,Widowed,Male,No,11.63648,17,1,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,64.74166,232.624,6519.801796,3,4,3,3,4,4,3,4
9099,M782473,15229658-7e58-42f2-bb92-8e1faf26c759,0f65e17bf61fc19d014811d26bda3a53,Windsor,IL,Shelby,61957,39.4396,-88.61111,1912,Rural,America/Chicago,Records manager,6,31,48175.44,Separated,Male,No,8.049492,15,2,0,No,Two Year,No,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),50.30932,172.4871,4858.775977,2,4,2,3,5,1,2,3
9100,H220560,598f36b3-e284-40e0-85ea-ae01d83a957c,af08576638024cc048b8201a01ab5150,Syracuse,NY,Onondaga,13202,43.04382,-76.15066,6581,Suburban,America/New_York,Museum education officer,1,62,47939.14,Never Married,Male,No,8.316257,15,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,70.87866,204.9797,6198.053982,2,2,2,4,4,1,3,2
9101,C451458,f75e2e02-266b-4444-bf2d-073224a00ecf,8a8275ff87b90df5a0bdac3866403829,Forest Junction,WI,Calumet,54123,44.21126,-88.14301,258,Rural,America/Chicago,"Civil engineer, consulting",4,59,42809.29,Separated,Female,No,11.07912,9,0,0,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,66.70866,245.147,6587.367938,4,4,5,3,4,5,5,4
9102,H671131,b1ffc991-5831-4935-bcb0-b7cf9a913afa,b35d10892f82d1390e59183787360b00,Mount Bethel,PA,Northampton,18343,40.89562,-75.10849,4155,Rural,America/New_York,"Scientist, research (maths)",1,62,13891.84,Separated,Female,No,13.87881,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Mailed Check,42.12085,157.4698,3514.589222,3,3,5,4,3,3,4,3
9103,V210365,0fff3aa0-f171-464d-92ef-80acf1553b8e,09aab1a29d805ae163600f1e34241772,Monroe,NC,Union,28112,34.89302,-80.54085,26999,Rural,America/New_York,Press sub,4,35,25648.63,Married,Female,No,11.36686,14,1,0,No,One year,Yes,No,Fiber Optic,No,No,No,Yes,No,No,No,No,No,Mailed Check,60.30709,134.9509,5203.323815,4,4,3,5,1,5,4,3
9104,F97446,45a2d666-0d2a-4807-ad92-f78299ee9be8,07f6fe75b2255c99eace99407a0dfbcb,Somerset,NJ,Somerset,8873,40.49835,-74.53286,53686,Urban,America/New_York,Teaching laboratory technician,2,89,11989.27,Divorced,Female,No,12.01067,8,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,54.7709,142.4713,5115.87044,2,3,2,4,4,2,1,3
9105,Q346035,76cb42b5-2078-46f5-8a62-27fc8294e67e,6d21ef69b2b75bcf4a7ba950abd41900,Ruidoso Downs,NM,Lincoln,88346,33.35376,-105.5401,2874,Urban,America/Denver,Community development worker,3,28,7215.61,Married,Female,No,13.68359,7,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),52.04568,139.965,5082.897328,2,2,4,4,4,2,2,1
9106,O472020,4c7efd45-f680-43ee-b09d-9d2515839aed,6066e60bd432932a6084aeceebfcfa20,Quaker Hill,CT,New London,6375,41.40514,-72.1249,3767,Rural,America/New_York,Art therapist,1,25,23873.96,Separated,Female,No,5.19746,12,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),56.24334,184.9963,5168.014204,2,3,3,4,3,4,4,4
9107,O285068,52fef9ac-59f6-434c-a48b-7265ee4f7dff,23f5cefc0850c308436046c7799f8949,Sandoval,IL,Marion,62882,38.6353,-89.12008,2387,Rural,America/Chicago,Catering manager,6,23,58670.53,Married,Male,No,14.73392,12,1,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,67.97714,117.4686,6503.687238,3,3,3,2,5,3,2,2
9108,A166320,3d9002fc-907d-46d0-9cce-414ae219afec,510bbfc650846d4c9b1c8fb1dcaae5b4,Edison,OH,Morrow,43320,40.58854,-82.89804,1524,Rural,America/New_York,Computer games developer,3,19,86234.35,Never Married,Female,No,9.911478,11,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),68.1959,207.4974,6173.702221,2,3,3,3,3,3,3,4
9109,L817058,a4f045b8-a74f-47f0-b588-fc642660a417,0944acb343c10dcbd7ff310b2c0d0c90,Sturgeon,PA,Allegheny,15082,40.37776,-80.21299,163,Suburban,America/New_York,"Accountant, chartered public finance",2,31,16226.86,Married,Male,No,6.853036,10,2,3,Yes,One year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),66.03822,242.6326,6181.959795,4,5,3,3,3,4,4,2
9110,N251690,0bd43d33-d168-4d61-8854-4f4f44b2b042,ff701eff687074df1ab108230a975b2f,Institute,WV,Kanawha,25112,38.38027,-81.76714,105,Urban,America/New_York,"Scientist, water quality",0,33,94338.5,Married,Male,No,8.200976,14,1,1,Yes,Month-to-month,No,No,None,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,56.19141,149.9776,4974.663293,5,5,4,4,4,6,4,3
9111,O463456,259a93ce-a810-4bfb-8b47-48c3a35d7313,a9aeb8c9c9f5b778dd2ce783a593b48d,Jachin,AL,Choctaw,36910,32.2046,-88.14694,21,Urban,America/Chicago,Product manager,1,62,17059.86,Separated,Female,No,10.60332,18,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),55.44991,207.4811,5052.572623,4,3,3,2,2,3,4,5
9112,K568524,be939be6-3e43-469f-914e-2f66fa83b689,e094964f631329d0b18ac81ed8e44013,Franklin,TN,Williamson,37064,35.88757,-86.95883,56641,Urban,America/Chicago,Information officer,8,55,51059.78,Never Married,Male,No,9.143203,17,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,52.3927,137.4392,4761.278588,5,5,5,3,4,5,3,4
9113,Y472740,d4de5980-2ff6-45db-b8d6-bb8bc189ccd4,7cc3148c24cf69351e4f1cf46e2699bb,Sundown,TX,Hockley,79372,33.43423,-102.4884,1209,Suburban,America/Chicago,Volunteer coordinator,8,29,20516.44,Widowed,Male,No,11.78286,15,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),67.82028,159.9476,6595.169591,5,4,4,1,5,4,3,5
9114,Q690485,efad50b4-a28f-4198-b374-2a32bf56a00f,7a36b0be10b6126f8b6105af6811a720,Cyrus,MN,Pope,56323,45.6322,-95.72517,539,Urban,America/Chicago,Financial controller,3,87,62916.19,Widowed,Female,No,12.29903,15,3,1,No,One year,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,71.86794,144.9889,6629.310323,4,4,4,3,5,3,3,4
9115,Q980177,3d75d142-5144-412a-9d36-4e83360cc7f1,50034a1a148499dffe821e25b40b90e0,Deer Park,NY,Suffolk,11729,40.76279,-73.32177,27419,Rural,America/New_York,Educational psychologist,0,62,52994.02,Married,Female,No,5.186747,13,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Mailed Check,48.22395,192.4885,4163.015502,3,3,2,3,4,3,5,4
9116,G581987,1d75830b-b0ce-4050-996d-56bfe2ab0b14,3a70914c91da2f2e283f81f2f26ec694,Rising Sun,IN,Ohio,47040,38.9301,-84.93658,5025,Urban,America/New_York,Ophthalmologist,0,28,27202.17,Widowed,Female,No,7.441818,12,2,2,No,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,57.2702,137.4686,4929.50237,2,2,2,2,3,2,3,3
9117,D404489,d356c73d-18d5-4bdc-a395-f33c87d75a76,07f8bef95d15f37ea3aa94381e06bc98,Fresno,CA,Fresno,93721,36.73291,-119.7837,7611,Suburban,America/Los_Angeles,Corporate investment banker,5,75,9875.52,Married,Male,No,11.23249,14,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),62.39405,207.6094,5684.304563,3,1,3,5,3,2,3,3
9118,U456991,be82287f-447b-4c6d-8975-cb230ab2cde1,5788d37a76504792a081158ecafeb8a9,Clovis,NM,Curry,88101,34.49874,-103.2837,46995,Urban,America/Denver,Exhibition designer,0,60,21294.13,Never Married,Male,No,8.357857,16,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,46.12627,164.9889,4149.822715,3,2,3,3,4,3,3,3
9119,J466016,8ca127a5-3b35-444b-8357-b6ded4490ad3,970655f84080b91d9ed7ff467283f9dc,Pittsburgh,PA,Allegheny,15235,40.45982,-79.82242,34744,Rural,America/New_York,Theatre manager,1,60,25331.57,Married,Female,No,11.40933,14,0,0,No,Two Year,No,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,69.93494,245.132,6354.692181,4,3,3,3,3,4,4,2
9120,O362996,0a0d40c6-1d13-4631-965c-efcfeaffe4be,2dc501c8e4520b11611fc79f1bb9b0f8,Prairie Farm,WI,Barron,54762,45.24797,-91.99095,1302,Urban,America/Chicago,Water engineer,0,32,26896.04,Never Married,Female,No,8.096864,15,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,No,Mailed Check,58.57229,157.4698,4930.158658,3,3,3,5,3,4,3,4
9121,S377705,7ff72773-14b8-46be-a9f7-bb5e5404cd1b,3c880a839a4f2fbb790d29c87e784393,Hinkley,CA,San Bernardino,92347,34.95451,-117.2223,843,Rural,America/Los_Angeles,"Engineer, water",0,43,22246.04,Divorced,Nonbinary,No,7.605829,14,1,0,No,One year,Yes,No,None,No,Yes,No,Yes,No,Yes,Yes,No,No,Mailed Check,60.23312,172.4733,5280.921374,1,2,2,3,2,2,4,2
9122,M662759,e6053e61-0e52-4899-8efd-020d41b8324d,c78add4b741c56e6a1b205b1faa266c1,Wyandanch,NY,Suffolk,11798,40.75225,-73.37596,15033,Rural,America/New_York,Purchasing manager,2,46,42275.48,Separated,Male,No,9.203141,20,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Mailed Check,59.26713,179.9476,5240.404418,3,3,3,3,3,3,3,2
9123,F520630,a874aa34-b906-40d3-bb45-c137e54a6db4,55cfc521bafc7d7be1e1163cc9a10b2d,New River,AZ,Maricopa,85087,33.92352,-112.1279,8510,Suburban,America/Phoenix,Chief of Staff,10,83,38830.69,Never Married,Female,No,8.490236,10,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Electronic Check,37.52707,210.127,3802.601867,4,3,3,2,4,4,3,3
9124,C612366,f8f044ed-54ad-4cfe-9b9f-8aedba72abbc,286e7f4964ebe2144b9887a2b9b52c9b,Houston,AK,Matanuska-Susitna,99694,61.62109,-149.7962,1705,Suburban,America/Anchorage,Dispensing optician,0,38,22649.13,Widowed,Male,No,12.02212,12,1,0,Yes,Two Year,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,64.63082,187.4811,6313.28774,3,3,3,5,3,3,5,4
9125,V251779,564aed6a-914e-4689-a9cb-1ed74df7cc8c,b9c8e45c05da24d52c1cd37727387ade,Lando,SC,Chester,29724,34.77398,-81.0111,39,Urban,America/New_York,"Scientist, research (life sciences)",0,20,97729.46,Married,Female,No,14.77266,9,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,59.61692,149.9928,5553.7371,4,3,4,2,4,4,5,4
9126,Z129927,17b0ac9e-2f38-437b-b184-b3cefb5b3dba,41c820765a85310c761fb7e7d5fd216f,Oakhurst,CA,Madera,93644,37.37858,-119.6288,8981,Rural,America/Los_Angeles,"Designer, graphic",4,33,10260.04,Divorced,Male,No,9.419488,7,0,1,No,Two Year,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),64.03187,267.6647,6162.045297,3,3,3,4,4,2,2,2
9127,V378021,746683f2-e1cd-48b8-8e2a-069d924ac648,404d1c46067b2124abca68b878235a5c,Silver City,NM,Grant,88061,32.64982,-108.3302,17768,Rural,America/Denver,Cartographer,1,89,4492.36,Married,Male,No,8.853702,15,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),58.11303,232.6415,5253.956688,3,2,2,4,2,4,3,3
9128,O599935,de32b9f7-06cb-4ae3-adbf-918dc6d32789,c3c32275f19c9c44fa3e8a8081fc2862,Madison Heights,MI,Oakland,48071,42.50731,-83.10338,30226,Suburban,America/Detroit,"Journalist, broadcasting",0,76,43741.92,Never Married,Male,No,11.68828,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,49.73125,179.9794,4318.58203,4,2,5,4,3,5,2,4
9129,E970987,429c9331-9bb9-44d6-94a5-046e0d8f1157,1895101dc8701c0e51b2fc35bddfc82b,Nebo,KY,Hopkins,42441,37.35487,-87.66825,1635,Suburban,America/Chicago,Copy,3,33,3966.98,Widowed,Female,No,10.21363,14,3,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),62.46483,232.6228,5888.376817,4,5,3,3,2,4,4,3
9130,Y470985,d3ea7dfe-6a1f-4905-99af-77b74590af1d,02ac1018691f94064b7e5094b31bb4fb,Dickerson Run,PA,Fayette,15430,40.04023,-79.65538,378,Rural,America/New_York,Television camera operator,7,34,61023.12,Married,Female,No,7.279855,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),54.22814,232.6228,5333.340832,4,4,3,4,2,5,5,4
9131,M255421,15b8fdfe-8c83-4bdc-afdc-ad86fe3213e5,820d555049a114a9f7aa07cecc2607af,Richfield,PA,Juniata,17086,40.6906,-77.12442,2409,Suburban,America/New_York,Interior and spatial designer,1,67,27822.24,Never Married,Female,No,10.0308,13,2,0,No,Two Year,No,Yes,None,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),44.83431,172.4871,4091.156525,4,4,4,4,2,3,2,3
9132,G28056,f541e46c-fe49-4271-8d16-f7719d7aae3b,715b282de0e20c5f95f06ccff5bcf726,Bonanza,OR,Klamath,97623,42.18157,-121.3197,2596,Urban,America/Los_Angeles,"Engineer, electronics",1,18,21051.88,Married,Male,No,8.387156,15,1,0,No,One year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,65.81421,137.4872,5695.712663,3,4,4,2,4,5,4,4
9133,I124834,e3e2b2d6-8928-4eee-bc53-5bbc504a1f64,03eabd8a5ae326a50aff5ec8ce2d5cfd,Midway,PA,Washington,15060,40.36691,-80.29209,753,Suburban,America/New_York,Technical brewer,3,32,19379.79,Separated,Female,No,13.84152,12,2,0,Yes,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,68.09161,252.624,6259.78278,4,5,4,3,3,4,4,4
9134,V710840,e204a360-27bb-4c83-9e33-13567c37e249,34a77e0fda177b3f050b667e6fe222f3,Kiester,MN,Faribault,56051,43.53744,-93.71056,660,Suburban,America/Chicago,Fashion designer,2,64,14644.85,Separated,Male,No,9.882078,8,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Electronic Check,66.67389,235.1417,6543.668076,3,3,4,4,3,5,4,3
9135,D793723,c1af3942-6bd3-412a-8660-ce73a3b53832,4830c684f109666057dd3458d41382d6,Tripoli,IA,Bremer,50676,42.79629,-92.2796,2119,Rural,America/Chicago,Theatre director,0,74,21808.42,Married,Male,No,15.25952,15,1,1,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),55.84748,140.0013,5220.997715,5,5,4,4,4,3,4,2
9136,P494811,c6aed6dd-7a4e-422f-9f5b-a393e1f3a62c,de8dd6d69e082ebb961058ae1a5b6f95,Sweet Grass,MT,Toole,59484,48.96737,-111.66,95,Urban,America/Denver,Theatre director,0,48,63248.45,Married,Male,No,10.04811,11,2,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,58.96026,162.497,5655.286153,3,4,2,4,4,3,3,3
9137,O907259,87cbe4c7-55a2-426b-b6e2-ca0314d28a32,e58a72e8cee57dc17444fe68540055b4,Corsicana,TX,Navarro,75109,32.04523,-96.35405,4555,Rural,America/Chicago,"Buyer, industrial",3,31,14829.89,Separated,Male,No,14.68473,9,0,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,Yes,Yes,No,No,Credit Card (automatic),58.4219,119.9897,5259.588349,3,3,3,4,4,4,4,5
9138,C960158,e1dca903-3301-4fcd-bd2e-68d2f873fd48,b77b76b0f9770b4d94aff3f505e63872,Castle Creek,NY,Broome,13744,42.23867,-75.9091,1143,Suburban,America/New_York,Chartered management accountant,2,54,92291.31,Married,Male,No,10.77214,12,2,0,No,One year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,69.85281,164.9853,6656.287,4,4,3,4,4,3,2,5
9139,U391073,fa8d9092-7284-491d-a79a-f65075a141c0,af0dfe77e49bc9d37712b6d91106bd3c,Wading River,NY,Suffolk,11792,40.94818,-72.83051,8688,Urban,America/New_York,Secondary school teacher,0,69,30272.58,Never Married,Male,No,15.736,10,4,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),59.54349,252.6378,5473.581033,3,3,4,2,4,3,2,3
9140,I941154,8547fb29-6fa3-4ca6-b1a9-c1466b72854b,42a6e3115f79492065c7384d62b8d98f,Williamsfield,IL,Knox,61489,40.93398,-90.02847,870,Suburban,America/Chicago,Consulting civil engineer,2,58,49823.86,Married,Female,No,9.34555,9,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),68.10981,174.9755,6061.845625,1,2,2,6,3,4,3,3
9141,C432978,b0ccb00c-dd2d-403a-bf0b-24832c31dcfb,9d4186995ebde6e89ee2c96b48515d59,Rivesville,WV,Marion,26588,39.57268,-80.14079,2576,Suburban,America/New_York,Translator,4,64,33985.54,Never Married,Male,No,17.81793,15,1,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),64.20102,265.147,5999.064003,4,4,5,4,5,4,4,3
9142,J155263,46b13ca3-bf5d-4c60-a005-a26b524e4f60,03d9e491e5d57e2414f458d2add5d2ae,Stony Brook,NY,Suffolk,11794,40.91379,-73.12532,2952,Suburban,America/New_York,Web designer,3,18,72397.73,Widowed,Female,No,12.39937,8,3,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,No,Mailed Check,66.80646,114.9509,6174.314028,3,4,3,2,4,3,2,1
9143,S418516,0d6df59e-3159-42e6-bb92-121c8810f0db,d48b26a525f46b9bd642708fb721ebd3,Larose,LA,Lafourche,70373,29.59705,-90.34243,7122,Urban,America/Chicago,Analytical chemist,1,89,7014.13,Separated,Male,Yes,8.713419,6,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,59.84973,277.6375,5552.256288,4,5,4,3,3,3,4,4
9144,H825420,3db7458c-8619-416e-9222-9c51ea0f52a7,d5be6a0f6a6c5d1a51f1398c041511be,Cuba City,WI,Grant,53807,42.61174,-90.47021,4837,Suburban,America/Chicago,Occupational hygienist,3,19,16897.23,Widowed,Male,No,7.991076,16,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,64.49513,152.4579,6309.663687,2,3,2,4,4,2,4,2
9145,A551693,eca59510-ed81-4ec8-9ed0-cdafa027fbe8,61e745d93590dab3d9f84c4e3e3c77b6,Meshoppen,PA,Wyoming,18630,41.66742,-76.02944,3114,Rural,America/New_York,Product designer,1,40,56159.24,Divorced,Male,No,13.19852,18,0,1,No,One year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),68.98021,182.4433,6532.644086,3,3,3,5,2,3,4,4
9146,G278278,3955e09a-23bc-43ce-83eb-b8eb4bce8abf,9ac4db8df86aeca95800d480adb1be11,Long Creek,OR,Grant,97856,44.80653,-119.1217,336,Rural,America/Los_Angeles,Economist,1,47,50395.77,Divorced,Male,No,11.41706,8,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),70.16029,92.45514,6280.766215,4,3,2,5,3,3,3,4
9147,P861065,1b00f661-19d1-4f09-8eec-2d8b020cf025,c0e9b1611280739112b9c99a9e891cf2,Giddings,TX,Lee,78942,30.16902,-96.92221,8629,Suburban,America/Chicago,Careers information officer,0,34,45021.58,Separated,Female,No,9.031147,8,2,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,57.86469,127.4738,5381.978758,2,3,4,4,4,4,3,2
9148,T679908,8736671c-b6b0-4bd6-ae6a-ae555167736b,451d967b5c9e963f7cd666055109bd03,Long Beach,CA,Los Angeles,90822,33.77844,-118.1186,139,Suburban,America/Los_Angeles,Fashion designer,4,34,48804.01,Married,Male,No,9.649844,9,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,71.58148,162.4653,6839.025934,3,4,3,1,5,3,3,3
9149,Q831079,1d8902eb-152d-4748-8838-abcbd73d3a04,4931d88ac49f4018582a9fc5fb21210b,Lafayette,LA,Lafayette,70506,30.19554,-92.0813,41480,Suburban,America/Chicago,Fish farm manager,0,30,81148.39,Never Married,Male,No,5.163759,10,1,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),46.04792,137.4616,4170.178568,4,6,5,3,4,4,3,3
9150,K544594,068a3ae1-8695-4840-b4b4-4add58a4a6a5,2226712b4ba0ddf8b3911ec61183fc7f,Bloomburg,TX,Cass,75556,33.16112,-94.06127,1321,Rural,America/Chicago,Geoscientist,4,78,4115.32,Separated,Female,No,11.45201,9,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,61.67004,169.9378,5333.699374,5,4,5,5,2,3,4,4
9151,V535088,29988ff0-2ace-4a0d-a8c7-90165057b329,49f839397aec2964623ceef6e29d694e,Pawlet,VT,Rutland,5761,43.36223,-73.14952,844,Rural,America/New_York,"Production assistant, television",0,54,59248.25,Married,Female,No,7.991317,9,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Electronic Check,59.40499,154.9755,5713.631544,4,3,3,4,3,5,3,3
9152,I636534,a87c9141-d3ac-40a8-8a2f-1e373594ebe9,d5dab54a738a9561bdb2356fe668ddac,Amory,MS,Monroe,38821,33.97596,-88.43758,13133,Suburban,America/Chicago,Ranger/warden,3,42,83543.98,Divorced,Male,No,13.06108,12,2,1,No,One year,No,No,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Credit Card (automatic),69.97252,129.9621,6589.069717,4,5,2,2,6,3,3,3
9153,E620176,a12d5df0-2a3c-493f-92ba-d4146e55abb6,25974968ee2ea7e46c111edecbeda82e,Ulm,MT,Cascade,59485,47.40653,-111.5436,624,Suburban,America/Denver,Food technologist,0,48,28836.94,Married,Male,No,5.251395,11,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,71.32593,262.6106,6516.704569,4,6,5,4,3,6,5,4
